User,Twitter ID Number,Twitter Screename,# of Followers
45766,35286638,Tripstar8,9
46167,19736646,kzimba,9
46211,18696980,toragvsu,9
250,987811322,daree0809,10
258,838554898715258880,Kale_leafy,10
263,4423614379,tallblonderose,10
386,740797698,JackieHudy,10
580,818607394523594755,KhayMorgan,10
723,2889089712,mapleleafgranny,10
1054,830034998992461825,BrandonWeible3,10
1130,829856833691074560,reagan_rehkopf,10
1361,828065421622390785,JedMerideth,10
1417,827743597185335296,goblueintegrity,10
1422,827720630669811714,shaunmccormick_,10
1507,497893844,cgrigg9,10
1621,3024562458,katherine_kko,10
1641,825558821091278853,MillerEmily125,10
1753,542993632,RoxanneVV,10
1840,823627802717065216,ServiceRepro,10
2069,821534224796762114,GVStandUp,10
2262,1629276109,14baseballmom22,10
2419,819563949758775301,beergeek147,10
2478,27841855,MsSkener,10
2697,818261202648170497,degarlaiskenzie,10
2985,814715774174711808,Nursedave088,10
3037,805546063293804544,sickgirl_morian,10
3152,805903993226612736,Office365Day,10
3283,809071296617349120,cpcompassion,10
3453,807632832881229824,Panemjess,10
3466,807447913349742593,hi_its_kels_,10
3679,805144099875680258,ebrunette24,10
3879,802951112185835520,zstephan34,10
4154,790659429846749185,janatwood52,10
4260,3181766357,ncarlson10441,10
4341,2324501599,jaxmim_miller,10
4426,797156761090293760,Zach35007302,10
4451,796839566745489409,israelruiz0618,10
4505,796223237206212608,lil_figgyy,10
4606,795647221714866177,bonishere5,10
4757,226983821,dvrdaily,10
4853,793247003622961152,JoJoFab_1,10
4935,3083812283,johnsonhaus,10
4946,792195031373221890,Seminmusic3,10
5130,790663918792302592,Optima_Shirts,10
5182,790023863606218752,coachmoody09,10
5584,786562862672060420,oxfamgvsu,10
5696,761715688855613441,sydney_ecker,10
5854,716449275035521024,Nikolay39322848,10
5927,783514472946212865,campusllyfegvsu,10
6132,764586597887139841,ScheibSnider,10
6149,1188372032,tatornicole,10
6230,780763854871461900,TheBossLady718,10
6437,778721093678792705,courtspic,10
6477,778338470242713600,brucejones_1st,10
6743,775806843700383748,Je88696Echols,10
6885,774617705932468224,mason_margherio,10
6889,2935853085,ErikNel30140759,10
7043,773339388487036932,GVSU_WSTEM,10
7051,773299417398910976,Ju1cyJayy,10
7097,772964636891242496,bajacarter1,10
7197,771955988622696448,bigmikey115,10
7244,75770789,pendragon67,10
7258,2513474598,dellephant1234,10
7284,771218189518643200,ErectaGrow,10
7586,3076188441,kforrest1971,10
7922,768261701401804800,PIFempower,10
8045,710453367445852160,driverdem1,10
8049,767231538014613504,Queen_M0cha,10
8155,426765744,PSutterfield,10
8433,763558969981870080,DirtyLuvinDan69,10
8450,1677225271,67_dec,10
8585,761295322224156673,MEMES4FUNZ,10
9151,754771509957173248,jjjohns01,10
9169,4821558551,Meeshatmharris,10
9226,753786378022891520,klebba_sarah,10
9392,752018142688186368,Ze_Ek03,10
9606,748609652112363520,AlexisLex4321,10
9610,749050649812230144,Sonya930228,10
9619,260016265,1003196346,10
9650,748637806868598784,MattBendle,10
9666,748590369982525440,antironquidosr,10
9781,747070868723998720,perryhughes990,10
10080,742558584064483329,Colinsj016,10
10176,741047488157732864,SavageDemon0,10
10275,3507351433,Alsobr1Kathleen,10
10391,2859465785,JayneAugust13,10
10478,736436833073123328,3MPropertyGroup,10
10503,735896870954864640,pearlgirlpam1,10
10666,733996180540141568,KingDee21_,10
10703,733382314244374528,tcleveland871,10
10810,732150950501056512,BiTcHhAsSsBoi,10
10894,730879095815454720,nekrasovjdan191,10
10915,730409347898060802,mapstake871,10
11012,728199934349037568,JaniceN82575731,10
11129,702238599538987009,JohnMartin313,10
11218,4506062241,mrkartes,10
11471,720344240950243328,BusmanKim,10
11530,719589737921650688,pazmierdilla,10
11566,718835098053951488,Queeni82822438,10
11615,718046637147426817,bobaroonie,10
11678,716961421532258304,jadensmith05,10
11790,715253245296394240,jacobhoving2,10
11827,78148531,tinadeedotcom,10
11843,713854494329602048,j_broke1718,10
11912,605897444,EmilyWu_23,10
12018,711604072739016704,Manders418,10
12036,711167867803344896,MikePapakeyes,10
12039,710821998314676224,universeintel,10
12055,846326696,SmithKlsmith573,10
12149,3725809457,burris_cook,10
12168,708643777590775808,KyleM1313,10
12196,367481812,JennyKipp1,10
12287,706481561676419072,PeggyBronson2,10
12322,705847415509651456,MollyRy87894822,10
12365,783539268,Treymain7,10
12439,704643184350142464,LarryLarryab98,10
12474,704153878946816000,NICK_2117,10
12520,703697183380545538,TomsBeltrn5,10
12539,703344546348982272,jaydinharris16,10
12563,702908890090962950,ChuniRaniga,10
12704,702513115011883010,winterhaltm29,10
12745,701948523043037185,lisa101875,10
12806,3683713277,HeidiS3095,10
12811,701112459143356416,macjams1231,10
12821,700835284829782020,scarletletter50,10
12943,4909220472,garywitko,10
12960,4907612441,Timreedtattoos,10
12996,4901853273,jzgoblue,10
13103,4890210851,MeganTahtinen,10
13150,4883398155,616_2622,10
13204,4857215185,dadadasfdsdfs,10
13222,2395223382,DeweyJdewey,10
13296,4867256669,Asainpenguin12,10
13372,4859171476,Jamalballer22,10
13444,4850825915,leadout2016,10
13599,4833652671,kyrie_irving_23,10
13619,4833090778,Themittentog,10
13624,4831919519,CarrierSports,10
13655,4830559024,hessianamerican,10
13676,4828392100,Moungkhs,10
13690,4827396784,MSHScommies,10
13809,4765849915,tobeloved116,10
13810,3305731155,birdle27,10
14088,3391588636,Sandraellen57,10
14276,4690324760,PaulieConklin,10
14279,3319660954,AngieTrinidad6,10
14296,1353003920,davijinanderso1,10
14341,36037096,delooff,10
14350,4646384243,RobertB18059789,10
14447,4602259774,annhayes1234,10
14455,4596148757,Tom1Wadley,10
14471,4583357363,Jayfek112,10
14500,4633287030,JUSTINRAB21J,10
14501,4477598114,Bb5OE88ZlbDv6Jj,10
14554,4553712435,TerrenceWadlin1,10
14593,4539500177,carmenita_2265,10
14646,4588177212,ShRAMS_Devin,10
14746,4477282053,kyliekash33,10
14764,4471465157,cathysheek,10
15066,4354078875,gvsusandraj,10
15129,1135462915,StevieKay86,10
15163,35087161,corihutchins,10
15210,4372560974,Robert34218,10
15271,4260276921,michaelcheng_a,10
15349,4298497668,mendoza_brad,10
15353,4230619881,ngraves2292,10
15425,4211664053,576_419,10
15499,4183812639,munchie1517,10
15543,4167460211,mallellmcfarr,10
15654,4153498573,Mr_Martinez66,10
15732,4125719954,ActionableBA,10
15815,4085157077,AndyRodrguez16,10
15827,4080239720,elma_pepic,10
16012,1884534482,jspalazzolo,10
16015,4034242048,Sammy_Abert,10
16052,2766776746,DiamonddCuteAss,10
16177,3935552412,perezanthony631,10
16290,3947271562,Vandenbri1Linda,10
16503,3856778722,nuervizu,10
16562,3836186567,JherboSso,10
16569,3680621716,gallkath,10
16589,951883068,jeff_born,10
16590,3826048409,iacobjuju,10
16596,3825437123,clementines94,10
16610,3728712072,collegetextrade,10
16668,3797986049,dhaller18,10
16693,3784812735,Robertny66,10
16700,2521245818,DJShwana,10
16717,3773469989,manny_slackl,10
16758,3753426317,elrekcaw94,10
16835,3734204781,jeremywatson112,10
16893,3709174521,Darkwolfpuppy1,10
16913,3699706348,owalke30746,10
16996,3314765870,MotorCity360,10
17293,517187682,poirier023,10
17555,3528394701,montana_ulrich,10
17746,3485852896,slyysseldyke,10
17764,3483371440,fscgvsu,10
17768,3290758325,chadjohnson99,10
18054,3342281806,wa52010560,10
18153,493048513,_793915368294,10
18163,3269591971,Jakiya54553,10
18251,62959606,mikefollett,10
18395,3313916990,Schachstar,10
18396,3414154515,chellabchism,10
18421,3312986030,DaKoala_,10
18440,3415294371,K12Hart,10
18445,3414500008,lstffny66,10
18555,2765472831,hogg_lmhogg,10
18699,3302131339,Bba_Mg231,10
18740,3300441500,Danieldoyle11J,10
18858,3289258052,ehhhhhhhhw,10
19158,3371936668,Lama49792065,10
19192,3369510922,maxbrownGVSU,10
19253,3258585442,allison_kehrer,10
19328,3362549386,LiaLiajhonson,10
19352,3167538717,nicmhendrickson,10
19354,2560500816,SunnySunnyyeung,10
19371,3268036794,JurgensReagan,10
19430,3352592547,fikigufe,10
19431,3262703708,ajustice130,10
19741,895335067,coachmahaney,10
19749,3330416339,AdrianaMounce,10
19827,3320183332,0fb01ccb02004d2,10
19894,3240270342,24451Alex,10
19938,3238651207,Giles28Giles,10
20042,3300910576,RolandParkerJr1,10
20108,2788476706,GVSUBBallRagers,10
20117,3302261093,olivia78489798,10
20147,3228564913,loganbxgley,10
20164,3300868799,CurryTheCook,10
20173,3300854842,MarcellSon,10
20174,3300743211,s_watrous,10
20219,3225892634,JohnwayneSammam,10
20256,2351107341,MmManole,10
20370,3264583744,BitchhhhA,10
20372,3197875501,chepiabuela58,10
20448,3193069154,Baker46Sb,10
20489,3189809840,TaylorCRigsby,10
20590,3233118509,_Ihoop_1,10
20704,3217727476,Kaiserca3,10
20813,3168099194,deadfox2234,10
20986,3172929899,ramonsaucedo24,10
21062,2957146019,SonderFarms,10
21169,2430564444,collegeFBLaxmom,10
21336,2944523451,3ldco,10
21346,3121770295,Jtja362Julia,10
21404,3047628474,413173a8fb774dd,10
21545,3108735135,SNSNinjaClub,10
21552,3108492333,CorpNyia,10
21591,3102144282,donnar616,10
21632,3099747406,Natasia____,10
21684,3095649039,crafael30,10
21703,1388230938,GregPierce7,10
21761,2843702360,AHaisma,10
21819,3074264280,JennaTBC,10
21941,3078420461,haleywillis2000,10
21987,3062202847,chanci2507,10
22081,3066440625,BossDaftpanther,10
22092,3047889037,bestrace7,10
22125,3042071508,kristen_story,10
22131,3051523280,Javanni6,10
22171,3064464131,ImConfusion,10
22242,2670049832,papashotime,10
22254,3060606004,EpalenMay,10
22269,3059700759,dopeboyy132,10
22276,3039733398,bschroed22,10
22322,3054593608,moomamarsh,10
22323,3054594989,Jalendeshonbla1,10
22341,3051692254,firstladyroro88,10
22427,598069821,McKee3304,10
22474,3024644414,kennedy27177,10
22513,3041889076,country_chic_17,10
22561,2835364787,brainsoupcast,10
22586,3037319145,fazions73,10
22606,3035781418,Thetruthhurts64,10
22704,3030228063,Sophia19931223,10
22835,3012785551,HunterPlanck,10
22955,3013504215,hostermw1,10
23112,3007970451,vacationinglife,10
23170,3004264228,sydneym442,10
23182,1588328731,currants4,10
23195,3003989566,Daty8409,10
23256,3001514835,veggiesgrowgr,10
23392,2564351083,kameronbowen,10
23457,2989158243,kristyna_leigh,10
23544,2984575263,Eric_Hagen17,10
23570,2982861286,BuyEverest,10
23600,2981243505,jumpyboyace,10
23657,2978820149,allithestaley,10
23693,2980952707,PsychadelicWiz,10
23706,2976583222,jewelsanne77,10
23712,2956120912,Sandyraeschmid1,10
23892,2969000595,jamalthagunna,10
23958,2967448197,JessicaRiemers1,10
23972,2761447713,hurt1971,10
23988,2966329277,MicaelaMarie65,10
24195,2954017324,JavierR46892616,10
24270,2948372080,Fatalattractio6,10
24344,2941584125,bxccostylex,10
24449,2935927389,PCPartDeals,10
24464,2611612590,jon_jrhenkel23,10
24496,2933108692,arianaandstuff2,10
24597,2931571273,ndawuvs12,10
24637,2920617868,JasonTa57216445,10
24648,2920124375,juggalopride8,10
24688,2913789975,BabyD2589,10
24729,2912157819,hall_september,10
24809,36506817,arriba97,10
24877,964404806,deming_s,10
24896,2902621043,endiah98,10
24936,2900111603,Kaitlynpowell16,10
25129,2888493519,Pugsandcorgis,10
25215,2885535514,jdehommel,10
25238,2884148897,JonFangboner,10
25483,581138096,madre2threeLS,10
25543,2871768567,SprinklesDonuts,10
25548,2870802442,catalinaangel16,10
25567,2895194455,WernetteC,10
25780,2858086835,ChaseSaints,10
25881,2850330029,NotJustACheese,10
25920,2847726388,ronaldvthang,10
25976,2835956858,O66b97vf7zju75A,10
26003,2842355968,gvwesley,10
26008,2242900171,Kbob325i,10
26050,2840713132,leothechimera,10
26127,2862393534,mariahnauta,10
26138,2861438125,vicrobinson61,10
26254,2417043006,MTuck_79,10
26437,2830917080,ACrans14,10
26570,2798195933,frankreed776,10
26606,2793339735,chrisylezotte,10
26627,2835674515,slmerb04,10
26707,2787301049,gvsuiso,10
26763,2782664447,subash07140145,10
26993,2814079980,Jakey_North,10
27339,2800062559,jenniferrules20,10
27486,2790384582,CoreyEdu,10
27493,2787022548,ameding2,10
27585,2758273839,solomonsee12321,10
27679,624614057,OliviaL13,10
27723,2774381809,DharSingh72,10
27731,2773832786,Kirsten_Leigh5,10
27780,2769840151,meyerchad11,10
27972,348170526,LorieBartz,10
27979,1831724341,mommaheff5,10
28175,800502152,jadjabb9,10
28242,2577107160,xammj,10
28402,2707479931,DanielaLKnopp,10
28446,2541599567,59sueneat,10
28545,2687782050,AcidKnope,10
28562,2715759837,Austincompanion,10
28593,2679696547,joules321,10
28623,2676059690,bigdaddy3291183,10
28851,1314978120,GRRrecruit,10
28918,2626619653,colemaru1221,10
29027,2609752094,kalmphoto,10
29152,2565979676,ScottBaweja,10
29234,1319599369,GuilleremosGirl,10
29321,2262852747,cjzervos,10
29361,2619150423,ttsoc77,10
29479,1523636894,JanelleH18,10
29497,2559590792,hayleeisfame,10
29600,1959331489,melissasaville,10
29680,2535324001,SuntoSunTours,10
30091,2478723252,mike_6436,10
30256,2458932097,SCHSsoccermom12,10
30260,34120149,jheyboer23,10
30397,542128367,AllishiaClawson,10
30403,2385797798,wleski88,10
30569,2400535042,JeffSegard,10
30592,2361930409,1marysetsma,10
30653,2434242239,JoeyVerberkmoes,10
30674,2357967339,kkrenz510,10
30897,2382047376,TownNCountryGrp,10
30976,361778432,mwcloud,10
30992,2374514000,Ktrain456,10
31053,571817348,colemaly,10
31085,318179888,chaoda0724,10
31109,1105204633,LaurelSw,10
31229,2223996048,jmconover91,10
31276,2343869076,tammy_hagger,10
31303,2340759853,DahuliRoberta,10
31348,397641953,sarahmjohnson8,10
31501,2322684607,jmferg1221,10
31529,2314491007,Puppiecat3,10
31748,22605647,staceydavis66,10
31861,2303250954,MILLSCAP220,10
31898,2298400574,Daddyskitten92,10
31924,1708398144,ABCavanaugh,10
31953,2293188403,brennjac,10
32069,28429228,MBenzE550,10
32199,2185392247,mytwit1776,10
32286,2269503692,ky_4life,10
32351,47237762,ancientmariner1,10
32369,330336190,Stephhill14,10
32433,2248028946,TrueMichigander,10
32687,2209722361,Crap_Linda_Says,10
32771,2200353704,ryankraai,10
32775,216819845,tenfould,10
32785,2198868452,irinefart,10
32839,2192583956,TheVincentLegal,10
32952,2172656233,RayMedDesigns,10
33035,1958781678,csjvanhulle,10
33256,1951165010,sball1161994,10
33266,1332788250,N0xAeterna,10
33402,1915125800,SherrilGVSU,10
33544,393123495,7vn_7,10
33705,36287159,bdbur,10
33736,1626530748,auntybart,10
33934,1734111266,Rach__Dawg,10
33936,1735888860,AGreenman13,10
34064,1713075793,tapico_dc,10
34233,1694940672,dillard_nick,10
34508,625903634,BednarDonna,10
34509,1652916062,jessi_ami,10
34545,1651369296,MTTCHistory,10
35067,505390906,morganbhawks,10
35222,1505722110,HFAClassof2013,10
35345,1472764274,Jngreiner,10
35434,1442160403,sulajeff,10
35531,1431485443,PAR_AMC,10
35647,31149299,laurenstemple,10
35678,1390950684,AaronPerryar,10
35681,1314857935,WCHS_CllgAdv,10
35923,1340704502,kpaasa,10
36236,1195747616,saraweeber,10
36356,1246680794,GilbertMissy,10
36430,122388590,shannon31jsm,10
36499,376264940,Quebra7,10
36504,395639506,YehLisa100,10
36631,1179898885,AndreDMeeks,10
36714,407339015,CJMacL,10
36834,10764482,mrhsmith2,10
36926,108123093,rockchick1791,10
36994,1099718184,WYLDRacers,10
37022,1072712629,muleman73,10
37050,1093268834,MMSmith2013,10
37087,1087090561,CGriffore,10
37089,274174947,NickiVereeke,10
37425,991695798,RhyanWozniak,10
37587,535858631,evan_brady,10
37762,154359993,Tyler_salz,10
38011,202947832,LamourJEM,10
38080,868783026,lyndseylucy,10
38405,790512121,Red5olo69,10
38468,815353904,24hcdgr,10
38483,394216803,Jenn2351,10
38591,487047859,smyslin,10
38935,48211830,mbergman1988,10
39440,561448444,jmahshieMH,10
39454,579493446,amyjoy725,10
39520,570112700,marymcmartin1,10
39655,76174234,aamandadillardd,10
39794,307966355,rjkalman,10
40371,196002347,Drew_Wint,10
40441,206719103,MyCampusBuddy,10
40892,423911093,ELSGrandRapids1,10
40906,421525941,KaylStevenson,10
41007,411210373,kristijohnson24,10
41353,319792784,DianaMDuncan,10
41782,52160386,dgfedewa,10
41917,300625487,BeccaAnderson28,10
41934,348067594,GVdeals,10
41937,341845077,tylertaz,10
42680,24221753,JeremyKrzykwa,10
42861,259234019,Jill_Dooley,10
42915,187779952,Sam1795,10
43274,197210418,EllyR7289,10
43531,207339969,WolverineIParty,10
43649,69678830,downeyafeathers,10
43760,130294286,CS_Negotiator,10
43875,55319575,OrnaVerum,10
44147,138251653,miktini,10
44178,51463905,HWads4,10
44865,33010620,smlr34,10
44988,77003170,Humanity4Africa,10
45006,76242447,brittanyroys,10
45158,11074982,mejeurc,10
45194,68290047,Angelina0910,10
45206,67437309,GVSURavines,10
45305,60345755,KaseyLynnDrow,10
45308,61370359,PureOcelot,10
45386,16926158,MandalynK,10
45522,27961238,MalTurner,10
45613,37457517,nick_84,10
46102,21978625,SimonnePhiSig,10
46137,20921832,kraftfgvsuedu,10
46241,18106854,rosewoodhouse,10
46248,18028081,glassst,10
46306,16620888,cannonbikr105,10
82,841037320321146885,rwbs_blog,11
150,21602232,kruppmd,11
349,2360390844,deb_wiggins,11
351,837467902605414400,torisharris,11
511,1444932769,incognitochic,11
736,753389738627698688,rachaelacharles,11
776,833107787811000321,UMAAAthletics,11
867,798593262982459393,Lularoe_Shanna,11
926,504729483,bchenevey,11
1128,821523766866022401,Evidence4Us,11
1306,828438583442862083,NerelinR,11
1314,828415281915641856,mistertolan,11
1480,825908474060079105,kerri_rozell,11
1921,823070161448136704,Icewear04,11
2042,30921723,lesduke1,11
2170,1011894708,PamPommermom,11
2217,820728604518662148,18amartin1,11
2324,2531438018,pbdaniel17,11
2583,819071903574786048,LyonDeblyon,11
2696,818262338516242434,DekleineDawson,11
2961,815252420410294282,v_confusion,11
3064,813114605857861632,D_BATES_13,11
3224,1269405691,jill_bancheri,11
3310,629573333,NoctuShift,11
3357,808314524025634816,Rita69572169,11
3371,134528183,ktiswatweaimfor,11
3401,808130178765430784,jack_lecouteur,11
3498,807039196175224832,aprilamante_23,11
3520,796516269868642306,Paigeyyy2,11
3578,806257259189772289,colinedwards202,11
3587,2273198648,nathineeul,11
3589,806157713726181376,jimrogers528,11
3768,804075937067388929,Buster_P4K,11
3834,803436601166721024,aeswedberg,11
3888,802622236893003776,BreenAlexandra,11
4143,784200706966237184,JasonBringedahl,11
4205,799037239812640768,Tastewestsidegr,11
4263,798871775627083776,JimMurr29920541,11
4295,1478602573,kmenelli,11
4332,798086293985120256,strength2love,11
4543,796019674081329156,cariannescrtsis,11
4567,795796509799436288,angel04_weeden,11
4701,190375555,kirkir18333,11
4776,793992120533139457,doitinthewoodsb,11
4814,793623704399810561,Freyblej21,11
4921,3345780147,coultercreation,11
5052,725747894867791873,EWesson88,11
5277,788962342407069697,Jes_0223,11
5458,1357123249,sbtbrowning,11
5802,784740046301700097,MrCook2ndGrade,11
5871,784101707596894214,DoaneBoatWCKS,11
5981,783076205981409280,deezyswithme,11
6277,776210928492830720,SarahHuston6,11
6585,777342603859595264,levidimmick123,11
6756,775750539959267328,GVphotothesis16,11
6797,775386169429286912,Herry244428745,11
6821,775121361454989312,sosa7_erik,11
6847,4457492652,tryandneverfail,11
6856,952083732,ReinkeJohn,11
6913,774403940074926080,nateswedy,11
7009,773666098235473920,Ben_Lefebre,11
7399,731274426,shadow10313,11
7436,770742437933441031,jezakmeg,11
7445,770707510949019648,CAP105KL,11
7496,58789660,Sheminith,11
7621,769613198840377344,JessicaFoster09,11
7655,769358043247104000,youngstoner95,11
7760,758135747123748864,bertop81,11
7893,1308789834,JKoviak,11
7936,768199180431024128,rachelkishman,11
8221,765653342995542016,Htf_Brell,11
8316,412482233,BYouniquelyU,11
8323,473981030,MoiraWessell,11
8347,482198406,JillBookout,11
8504,3188691666,jonah_krueger11,11
8536,761925500147159042,ItsNotLogan12,11
8552,761633308203634688,getsmoneyrando1,11
8674,760290345326301184,josephineharwo1,11
9126,755078567994679296,nrdyesruss,11
9321,752859773310087168,HObrechtAPTR,11
9358,752558520327806976,itselifox,11
9458,751163377288777729,pokemongotrash,11
9467,4106241677,joefrankjci,11
9478,37412439,jimmyb114,11
9563,1080680305,marksaw50,11
9564,748530111964643328,khoakobe,11
9646,748668047968219136,TroyCumings,11
9687,748348310331613184,jamariah28,11
9776,747147641952305152,Emmagriswold47,11
9788,611029276,jbelisle26,11
9908,745486525199056896,rmstudios3111,11
9922,2565399366,zuiderry,11
9944,2748989012,09sandramj,11
9983,744291326871494656,Fredlang15,11
10251,740566030674595842,noahpardo20072,11
10355,739218587282464768,Jake895861811,11
10406,258932861,lindaewerth,11
10418,706399328,anitacruz67,11
10427,737824238061682688,cranejakob23,11
10585,735257709537165312,the_feel_s,11
10676,733797374804512769,duijzr,11
10722,733241465950769152,FranklyCovered,11
10838,909458911,kjeppesen4,11
10855,731522349615452160,billyjean247,11
10899,730821794500870144,ParkStBoost,11
11028,727842019012423680,MorningBazingas,11
11037,468506572,bergermeister79,11
11077,727096654843760640,ty_ost,11
11178,2983093447,AlmoghrabeR,11
11238,724275675025174528,sabekkering,11
11277,723525009344339973,warman49085,11
11309,2886600074,kslupe,11
11318,722851904863113216,SKelseyy,11
11376,4043815762,Adrimarie8115,11
11439,721054479324282880,KellyZoelle,11
11487,720116741775474688,aniudys,11
11661,702250586872221696,GeologistChrist,11
11741,858439698,bbjansen79,11
11776,37133074,foxspins,11
11795,715198323750252544,levizd79,11
11865,713599726340468736,OtfMyia3,11
11979,712070826053537792,redpand10416091,11
12084,709851737889177600,lissakay6,11
12140,1239649580,SadowskiBeth,11
12271,301807632,Tru6Gemini,11
12349,705411166676209664,StandardOfficeP,11
12388,704832729142005760,Porretta78,11
12393,704815998965309441,ArkhamKnigh4503,11
12498,704006865001324544,FangerThe,11
12504,703805954555514880,tamijoHillman,11
12540,703327639268818944,rag17een1,11
12686,702594137657380865,willard_lilG,11
12772,701610375783944192,BuzzzCharlie377,11
12802,701184270233108480,MordenBecky,11
12853,700482717448671232,JazzminGroendyk,11
12911,4919536888,jennlau222,11
12995,1283060558,Jeffdoyle8Doyle,11
13019,4899147645,royalhudson14,11
13143,4873970338,Post5Jon,11
13144,696297328769155072,Mackaroni7,11
13169,4879262153,gadininiyo,11
13240,694668473067257857,anchorpoint16,11
13257,4871282625,qund_mekc,11
13335,4864957937,brendanlosinski,11
13367,4860346198,kohnm2011,11
13397,4856136171,natalie_edmond,11
13484,4845586277,haley_simmonsh,11
13507,4809729247,halfwayz1017,11
13513,39578400,dontevencare24,11
13659,4789662787,zierramc,11
13680,4828308976,GoalDiggers93,11
13693,4025427253,vroom_auto,11
13714,4825747823,VliemLarry,11
13778,4819927731,fellinlovefarm,11
13806,4766908513,tigermama25,11
13838,3486851654,Lakeyttaroman6,11
13839,4809422439,GVSUHIMS,11
13860,4758222602,ariel_gray_,11
13902,4753632636,bluheronacademy,11
13914,4751084478,lovekimberly72,11
13933,3257182948,bellinger_susan,11
14025,4770572620,mariilove9032,11
14067,4737065610,SaraeLynn,11
14101,4749758542,carolcollazof,11
14213,4709995654,Citlali89157959,11
14274,4693253785,vanessagtz19,11
14277,4692225673,CatchingMadison,11
14301,4686441798,Kaitlyn07132383,11
14325,4658964868,bigbillings5,11
14442,4651273092,kobeadams61502,11
14443,628543385,GrayJakob,11
14446,4602464656,emelyacevedo10,11
14524,347951150,DianeBruining,11
14528,4561272700,dewolfe_jena,11
14734,4484011289,amannable_,11
15000,4384076847,TrisharaH,11
15049,4362035355,moorealexis03,11
15101,4342219222,kristinfilz,11
15148,4321485083,Isabelle9224,11
15170,4310617889,IleneAlia,11
15552,282372368,jodihavera,11
15657,4131281056,prankitall,11
15680,4124217651,andrewh98907811,11
15823,1966111688,sindhu494,11
15912,4049766733,Johnnyhill47,11
16101,3964621153,Josiesweeps,11
16113,3960219914,Laurenbandit22,11
16143,3995307885,GVSUMeditation,11
16153,3992276115,kenzie_nelson17,11
16298,3877348512,theHectorKelly,11
16373,3903781239,SassyFairyGirl,11
16408,3483369564,GVSU_HH,11
16465,3872820569,itsStaticLove,11
16502,3856760236,GVStuUnknown,11
16612,2627336631,GrattiKevin,11
16650,3657802888,M_Kennedy70,11
16664,3799955356,nick62988888,11
16708,3776895922,AnnaFerrill1,11
16774,3751555606,DanielleWilkosz,11
16857,3632423534,learobinson2950,11
17058,3357179931,HideChatoff,11
17105,2456315303,VSabatke,11
17110,12956422,fign8,11
17116,33639025,NotASpiller,11
17294,1465911415,halos26,11
17331,1458106279,MariaJanicki,11
17426,3568741876,joggpoufillme19,11
17445,3560068877,Travel_Believe,11
17576,3178003533,MrCEParnell,11
17618,1510496574,lmartini37,11
17621,249460096,meanbobbybob,11
17670,3504279209,ashleyczubak,11
17811,2314623596,sugg_7,11
18219,3321087120,Shorty_lola12,11
18304,3427329472,selenergray,11
18664,2317189309,rosanneb1,11
18707,3301952077,SamTsui5ever,11
18827,3291796255,jaydondb72,11
18901,3287733235,lavelle_ashley,11
19063,3280703108,6acf583e0d5b44b,11
19068,3376844463,ColeColesmith36,11
19153,3372798688,petraalsoofy,11
19167,3371392823,matthews_mitch,11
19197,3369321753,arguijo_monica,11
19284,3271492615,TheKcurve,11
19297,3271172342,GarySkidoo49092,11
19404,3265628616,mannnn_the,11
19442,1702993789,ceeannemac,11
19455,3260894377,KCraig223,11
19508,3348539493,LarsonGreenwood,11
19544,3256661370,2kidsandi,11
19920,3313055597,vellema59,11
20133,3249681436,StarrLisy,11
20136,3228765735,marc_mwdodson,11
20157,3301019141,MyKingJames6,11
20163,3228486505,riley_standish,11
20188,3227778961,coreywhitehead9,11
20253,3293047769,darrell_andrew,11
20350,3289049907,lghhumell,11
20354,3219675121,BrookeDisney1,11
20406,3254545665,SPWLIVETOUR,11
20482,3245213817,makhi_barner,11
20523,3239299073,aeroeroshoe,11
20591,290541628,MaanavD,11
20609,3227146312,Theatercamp03,11
20651,3181164619,EKeaunt,11
20709,3217204379,deez_swag,11
20741,3174251978,wiszcreativeco,11
20805,3197850389,llhmclaughlin,11
20812,3168050058,kaycam19,11
20885,3190369918,KothmanJacob,11
20961,3161498444,DoeJdoe17,11
21046,3153310808,pinnaclean,11
21069,3160907931,Aqrasiv3,11
21080,3150573990,Seleste97434762,11
21087,3157756145,LizsSigmaBiggie,11
21214,3142489539,Jennife86719185,11
21361,3130352589,farrahtarrah,11
21420,3124233417,emvanderstel,11
21426,2982757913,javierramos1962,11
21441,3111027895,GVSUTrombones,11
21466,3041717266,TrvppyM,11
21541,3109168072,TheGrandGH,11
21661,1316430002,grinanbarrett34,11
21831,3074307662,MswaggerShailin,11
21925,3079645767,Drone_Anarchy,11
21939,3078516647,DehaanMya,11
21953,2927278272,4furbabies2015,11
21971,3073870659,destany_joy,11
22065,3059913206,michaelhyatt13,11
22108,3054116726,lidia_quiroz123,11
22176,3046244191,morgamar,11
22279,3059089738,MLanguageDay,11
22301,1358143093,BoeckMargaret,11
22331,3053435235,LeeahLa,11
22362,3048689807,UR_faVe_MidGet6,11
22439,3044828860,Cacklin82,11
22455,3026981359,pavlovmom1,11
22515,3041834195,ikillzthemsohar,11
22527,3023008406,mign151,11
22530,3041496293,jessfred7,11
22721,3029038239,MalletNathan,11
22767,3027340013,FuckupfuckupRam,11
22796,1232434860,wendy_kwestelle,11
22809,3025821789,apepping19,11
22842,3023154791,ToastehYT,11
22888,2990570344,L_rizz,11
22897,1509399421,Pancake616,11
